,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS151,0.0,Dept. SYLE,PERM,100.0,80-20,10.0,345.88,358.7,12.82,12.0,0.0,0.0,,,,
ENS154,0.0,Dept. LAC,PERM,100.0,80-20,10.0,340.67,351.32,10.65,0.0,0.0,0.0,,,,
ENS156,0.0,Dept. SE,PERM,100.0,80-20,10.0,347.25,459.5,112.25,102.4,0.0,0.0,,,,
ENS157,0.0,Dept. MOSIM,PERM,100.0,80-20,30.0,200.27,324.21,123.94,123.93,0.0,0.0,,,,
ENS163,0.0,Dept. INFO,PERM,100.0,60-40,0.0,300.0,337.0,37.0,37.0,0.0,0.0,,,,
ENS166,0.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,300.0,334.5,34.5,34.5,0.0,0.0,,,,
ENS170,0.0,Dept. LAC,PERM,80.0,80-20,0.0,290.0,319.42,29.42,0.0,0.0,0.0,,,,
ENS171,0.0,Dept. SYLE,PERM,60.0,80-20,3.0,182.23,226.0,43.77,0.0,0.0,0.0,,,,
ENS172,52.0,Dept. LAC,PERM,100.0,60-40,-18.0,91.48,253.0,161.52,0.0,0.0,1.0,,,,
ENS174,30.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,412.88,112.88,110.0,0.0,1.0,,,,
ENS175,0.0,Dept. INFO,PERM,100.0,60-40,-5.0,255.49,275.5,20.01,20.0,0.0,0.0,,,,
ENS178,0.0,Dept. TELECOMS,PERM,80.0,60-40,0.0,240.0,373.17,133.17,72.0,0.0,0.0,,,,
ENS179,0.0,Dept. SYLE,CDI,100.0,60-40,11.0,128.57,193.5,64.93,64.0,0.0,0.0,,,,
ENS180,0.0,Dept. TELECOMS,PERM,100.0,80-20,0.0,400.0,515.9,115.9,112.9,0.0,0.0,,,,
ENS185,0.0,Dept. SYLE,PERM,100.0,60-40,10.0,193.88,265.0,71.12,71.0,0.0,0.0,,,,
ENS186,0.0,Dept. MOSIM,PERM,100.0,60-40,20.0,175.88,256.0,80.12,64.0,0.0,0.0,,,,
