,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS76,0.0,Dept. LAC,PERM,100.0,80-20,17.0,316.13,323.9,7.77,0.0,0.0,0.0,,,,
ENS77,54.0,Dept. INFO,PERM,100.0,60-40,30.0,82.03,148.25,66.22,66.0,0.0,0.0,,,,
ENS80,0.0,Dept. TELECOMS,PERM,100.0,80-20,25.0,245.5,409.48,163.98,140.0,0.0,1.0,,,,
ENS84,0.0,Dept. MOSIM,PERM,100.0,80-20,0.0,400.0,470.82,70.82,69.82,0.0,0.0,,,,
ENS86,0.0,MGT EM,PERM,100.0,60-40,0.0,297.25,414.5,117.25,117.25,0.0,0.0,,,,
ENS87,38.0,Dept. TELECOMS,PERM,100.0,60-40,20.0,200.0,310.6,110.6,102.0,0.0,1.0,,,,
ENS88,117.0,Dept. SYLE,PERM,100.0,60-40,20.0,200.0,220.0,20.0,20.0,0.0,0.0,,,,
ENS90,0.0,Dept. LAC,PERM,100.0,80-20,12.0,333.13,359.29,26.16,26.16,0.0,0.0,,,,
ENS92,0.0,Dept. TELECOMS,PERM,80.0,60-40,0.0,234.51,255.75,21.24,20.0,0.0,0.0,,,,
ENS93,0.0,Dept. SE,PERM,100.0,60-40,25.0,173.63,266.25,92.62,92.0,0.0,0.0,,,,
ENS94,36.0,Dept. SYLE,PERM,100.0,60-40,0.0,257.14,286.0,28.86,26.0,0.0,0.0,,,,
ENS95,0.0,MGT EM,PERM,100.0,Autre,28.0,200.0,330.75,130.75,131.74,1.0,0.0,,,,
ENS96,20.0,Dept. SE,CDI,100.0,60-40,5.0,275.0,296.0,21.0,21.0,0.0,0.0,,,,
ENS97,0.0,Dept. INFO,PERM,100.0,60-40,20.0,200.0,348.0,148.0,139.0,0.0,1.0,,,,
ENS98,0.0,Dept. SYLE,PERM,100.0,60-40,10.0,247.25,361.5,114.25,113.0,0.0,0.0,,,,
ENS105,0.0,Dept. MOSIM,PERM,100.0,60-40,10.0,222.53,369.7,147.17,133.7,0.0,1.0,,,,
ENS106,0.0,ICN,PERM,100.0,Autre,52.0,198.63,331.51,132.88,140.86,1.0,0.0,,,,
ENS108,0.0,Dept. TELECOMS,PERM,100.0,60-40,20.0,200.0,254.0,54.0,52.5,0.0,0.0,,,,
ENS113,0.0,Dept. INFO,PERM,100.0,60-40,12.0,219.0,345.97,126.97,134.5,1.0,0.0,,,,
ENS119,0.0,Dept. INFO,PERM,100.0,80-20,18.0,241.76,400.44,158.68,140.0,0.0,1.0,,,,
ENS123,0.0,MGT EM,PERM,100.0,60-40,8.0,260.0,416.93,156.93,171.91,1.0,1.0,,,,
ENS124,0.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,300.0,305.0,5.0,4.0,0.0,0.0,,,,
ENS126,0.0,Dept. LAC,PERM,100.0,60-40,6.0,258.76,328.71,69.95,68.96,0.0,0.0,,,,
ENS128,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,262.09,337.43,75.34,75.0,0.0,0.0,,,,
ENS130,48.0,Dept. SE,PERM,100.0,80-20,0.0,400.0,533.2,133.2,92.0,0.0,1.0,,,,
ENS133,0.0,MGT EM,PERM,100.0,60-40,0.0,300.0,366.55,66.55,66.54,0.0,0.0,,,,
ENS134,0.0,Dept. SYLE,PERM,100.0,60-40,20.0,200.0,295.75,95.75,95.75,0.0,0.0,,,,
ENS135,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,453.15,153.15,140.0,0.0,1.0,,,,
ENS138,0.0,INTERCULTUREL,PERM,100.0,Autre,44.0,189.01,318.25,129.24,129.24,0.0,0.0,,,,
ENS139,0.0,Dept. INFO,PERM,100.0,60-40,20.0,171.5,349.5,178.0,140.0,0.0,1.0,,,,
ENS140,0.0,Dept. SE,PERM,100.0,60-40,12.0,238.63,380.75,142.12,139.75,0.0,1.0,,,,
ENS141,0.0,Dept. LAC,PERM,100.0,60-40,21.0,195.0,386.8,191.8,140.0,0.0,1.0,,,,
ENS144,0.0,Dept. SYLE,CDI,100.0,60-40,20.0,150.0,191.0,41.0,41.0,0.0,0.0,,,,
ENS145,0.0,Dept. SE,CDI,100.0,60-40,0.0,262.09,295.5,33.41,33.0,0.0,0.0,,,,
ENS149,0.0,Dept. INFO,PERM,100.0,80-20,50.0,150.0,176.0,26.0,26.0,0.0,0.0,,,,
ENS150,0.0,BIO,PERM,100.0,Autre,58.0,210.0,368.42,158.42,158.41,1.0,1.0,,,,
ENS151,0.0,Dept. SYLE,PERM,100.0,80-20,18.0,307.25,419.25,112.0,112.0,0.0,0.0,,,,
ENS152,0.0,IMA,PERM,100.0,Autre,56.0,218.63,386.5,167.87,167.86,1.0,1.0,,,,
ENS157,0.0,Dept. MOSIM,PERM,100.0,80-20,18.0,254.51,302.1,47.59,0.0,0.0,0.0,,,,
ENS158,0.0,Dept. INFO,CDI,100.0,60-40,5.0,326.85,347.0,20.15,20.0,0.0,0.0,,,,
ENS160,0.0,MGT EM,PERM,100.0,Autre,60.0,198.63,411.5,212.87,212.86,1.0,1.0,,,,
ENS162,0.0,Dept. MOSIM,PERM,100.0,80-20,9.0,332.5,374.78,42.28,42.28,0.0,0.0,,,,
ENS163,0.0,Dept. INFO,PERM,100.0,60-40,0.0,300.0,306.0,6.0,6.0,0.0,0.0,,,,
ENS166,0.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,300.0,309.0,9.0,9.0,0.0,0.0,,,,
ENS168,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,340.45,40.45,40.45,0.0,0.0,,,,
ENS170,0.0,Dept. LAC,PERM,80.0,80-20,10.0,277.25,318.96,41.71,0.0,0.0,0.0,,,,
ENS171,0.0,Dept. SYLE,PERM,80.0,80-20,13.0,223.75,259.5,35.75,31.5,0.0,0.0,,,,
ENS174,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,391.0,91.0,91.0,0.0,0.0,,,,
ENS175,0.0,Dept. INFO,PERM,100.0,60-40,0.0,300.0,322.25,22.25,22.0,0.0,0.0,,,,
ENS178,0.0,Dept. TELECOMS,PERM,80.0,60-40,30.0,120.0,243.5,123.5,121.0,0.0,0.0,,,,
ENS179,0.0,Dept. SYLE,CDI,100.0,60-40,20.0,200.0,262.0,62.0,62.0,0.0,0.0,,,,
ENS180,0.0,Dept. TELECOMS,PERM,100.0,80-20,0.0,400.0,444.0,44.0,44.0,0.0,0.0,,,,
ENS185,0.0,Dept. SYLE,PERM,100.0,60-40,6.0,214.51,247.0,32.49,32.0,0.0,0.0,,,,
ENS186,0.0,Dept. MOSIM,PERM,100.0,60-40,16.0,142.64,248.0,105.36,104.0,0.0,0.0,,,,
