,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS80,0.0,Dept. TELECOMS,PERM,100.0,80-20,20.0,300.0,509.0,209.0,140.0,0.0,1.0,,,,
ENS84,0.0,Dept. MOSIM,PERM,100.0,80-20,20.0,263.5,434.94,171.44,140.0,0.0,1.0,,,,
ENS87,44.0,Dept. TELECOMS,PERM,100.0,60-40,5.0,275.0,330.45,55.45,55.0,0.0,0.0,,,,
ENS88,109.0,Dept. SYLE,PERM,100.0,60-40,20.0,200.0,228.0,28.0,28.0,0.0,0.0,,,,
ENS90,0.0,Dept. LAC,PERM,100.0,80-20,5.0,375.0,390.36,15.36,15.35,0.0,0.0,,,,
ENS91,0.0,Dept. TELECOMS,PERM,100.0,80-20,0.0,369.0,373.0,4.0,4.0,0.0,0.0,,,,
ENS92,0.0,Dept. TELECOMS,PERM,80.0,80-20,20.0,240.0,326.5,86.5,85.0,0.0,0.0,,,,
ENS93,0.0,Dept. SE,PERM,100.0,60-40,20.0,200.0,339.5,139.5,139.0,0.0,0.0,,,,
ENS94,36.0,Dept. SYLE,PERM,100.0,60-40,20.0,172.53,226.0,53.47,52.0,0.0,0.0,,,,
ENS96,0.0,Dept. SE,CDI,100.0,60-40,0.0,300.0,394.5,94.5,114.0,1.0,0.0,,,,
ENS98,0.0,Dept. SYLE,PERM,100.0,60-40,5.0,225.0,395.5,170.5,133.5,0.0,1.0,,,,
ENS105,0.0,Dept. MOSIM,PERM,100.0,60-40,10.0,250.0,347.1,97.1,94.0,0.0,0.0,,,,
ENS108,0.0,Dept. TELECOMS,PERM,100.0,60-40,20.0,200.0,289.5,89.5,88.5,0.0,0.0,,,,
ENS113,0.0,Dept. INFO,PERM,100.0,60-40,10.0,203.77,384.0,180.23,140.0,0.0,1.0,,,,
ENS114,0.0,Dept. INFO,PERM,100.0,60-40,10.0,250.0,262.0,12.0,11.0,0.0,0.0,,,,
ENS116,0.0,Dept. SYLE,PERM,80.0,60-40,10.0,190.0,200.5,10.5,10.0,0.0,0.0,,,,
ENS119,0.0,Dept. INFO,PERM,100.0,80-20,10.0,307.25,462.01,154.76,140.0,0.0,1.0,,,,
ENS126,0.0,Dept. LAC,PERM,100.0,80-20,35.0,225.0,390.25,165.25,139.75,0.0,1.0,,,,
ENS134,16.0,Dept. SYLE,PERM,100.0,60-40,20.0,200.0,256.0,56.0,56.0,0.0,0.0,,,,
ENS135,0.0,Dept. SYLE,PERM,100.0,60-40,5.0,222.0,424.3,202.3,140.0,0.0,1.0,,,,
ENS139,0.0,Dept. INFO,PERM,100.0,60-40,15.0,225.0,364.0,139.0,139.0,0.0,0.0,,,,
ENS140,0.0,Dept. SE,PERM,100.0,60-40,10.0,250.0,428.0,178.0,140.0,0.0,1.0,,,,
ENS141,0.0,Dept. LAC,PERM,100.0,60-40,18.0,210.0,263.0,53.0,53.0,0.0,0.0,,,,
ENS142,66.0,Dept. SE,PERM,100.0,60-40,30.0,150.0,256.0,106.0,66.0,0.0,1.0,,,,
ENS144,0.0,Dept. SYLE,CDI,100.0,60-40,20.0,200.0,247.0,47.0,47.0,0.0,0.0,,,,
ENS149,0.0,Dept. INFO,PERM,100.0,80-20,50.0,150.0,173.0,23.0,0.0,0.0,0.0,,,,
ENS151,0.0,Dept. SYLE,PERM,100.0,80-20,23.0,287.5,307.0,19.5,19.0,0.0,0.0,,,,
ENS154,0.0,Dept. LAC,PERM,100.0,80-20,10.0,270.0,279.39,9.39,0.0,0.0,0.0,,,,
ENS155,0.0,Dept. INFO,PERM,100.0,60-40,20.0,85.44,97.5,12.06,0.0,0.0,0.0,,,,
ENS156,0.0,Dept. SE,PERM,100.0,80-20,5.0,333.63,419.25,85.62,84.25,0.0,0.0,,,,
ENS157,0.0,Dept. MOSIM,PERM,100.0,80-20,0.0,357.25,415.75,58.5,58.49,0.0,0.0,,,,
ENS162,52.0,Dept. MOSIM,PERM,100.0,80-20,10.0,330.0,452.5,122.5,88.0,0.0,1.0,,,,
ENS163,0.0,Dept. INFO,PERM,100.0,60-40,0.0,291.76,428.0,136.24,132.5,0.0,0.0,,,,
ENS166,0.0,Dept. TELECOMS,PERM,100.0,60-40,-30.0,72.53,80.0,7.47,7.0,0.0,0.0,,,,
ENS170,0.0,Dept. LAC,PERM,100.0,80-20,0.0,330.25,360.53,30.28,0.0,0.0,0.0,,,,
ENS171,36.0,Dept. SYLE,PERM,80.0,80-20,6.0,209.75,293.5,83.75,45.0,0.0,0.0,,,,
ENS172,0.0,Dept. LAC,PERM,100.0,60-40,20.0,200.0,452.5,252.5,140.0,0.0,1.0,,,,
ENS174,34.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,382.0,82.0,82.0,0.0,0.0,,,,
ENS178,0.0,Dept. TELECOMS,PERM,60.0,80-20,-8.0,103.85,226.0,122.15,113.0,0.0,0.0,,,,
ENS180,0.0,Dept. TELECOMS,PERM,100.0,80-20,0.0,400.0,482.78,82.78,81.0,0.0,0.0,,,,
ENS185,12.0,Dept. SYLE,PERM,100.0,60-40,10.0,223.63,337.5,113.87,91.5,0.0,0.0,,,,
ENS186,0.0,Dept. MOSIM,PERM,100.0,60-40,20.0,180.0,210.0,30.0,30.0,0.0,0.0,,,,
