,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS51,0.0,Dept. LAC,CDD,100.0,80-20,7.0,338.36,407.23,68.87,68.73,0.0,0.0,,,,
ENS52,0.0,MGT EM,PERM,100.0,60-40,10.0,250.0,298.5,48.5,48.49,0.0,0.0,,,,
ENS58,18.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,455.5,155.5,121.5,0.0,1.0,,,,
ENS60,0.0,Dept. SE,PERM,100.0,60-40,0.0,266.0,406.5,140.5,140.0,0.0,1.0,,,,
ENS61,0.0,Dept. SE,PERM,100.0,60-40,5.0,275.0,415.5,140.5,140.0,0.0,1.0,,,,
ENS64,0.0,MGT EM,PERM,100.0,60-40,6.0,270.0,415.5,145.5,0.0,0.0,1.0,,,,
ENS65,0.0,Dept. TELECOMS,PERM,100.0,60-40,16.0,220.0,229.5,9.5,0.0,0.0,0.0,,,,
ENS67,0.0,Dept. INFO,PERM,100.0,60-40,35.0,125.0,134.0,9.0,9.0,0.0,0.0,,,,
ENS69,0.0,Dept. TELECOMS,CDI,80.0,60-40,13.0,114.5,309.5,195.0,140.0,0.0,1.0,,,,
ENS73,0.0,Dept. LAC,CDI,45.0,Autre,22.0,128.5,150.5,22.0,0.0,0.0,0.0,,,,
ENS74,0.0,Dept. LAC,PERM,50.0,Autre,20.0,200.0,204.0,4.0,0.0,0.0,0.0,,,,
ENS75,0.0,Dept. SE,PERM,100.0,80-20,50.0,150.0,213.0,63.0,57.0,0.0,0.0,,,,
ENS77,48.0,Dept. INFO,PERM,100.0,60-40,35.0,125.0,275.0,150.0,92.0,0.0,1.0,,,,
ENS78,0.0,MGT EM,PERM,100.0,60-40,8.0,260.0,294.5,34.5,34.5,0.0,0.0,,,,
ENS80,0.0,Dept. TELECOMS,PERM,100.0,80-20,30.0,250.0,422.0,172.0,140.0,0.0,1.0,,,,
ENS82,0.0,BIO,PERM,100.0,80-20,30.0,250.0,416.25,166.25,166.25,1.0,1.0,,,,
ENS84,0.0,Dept. MOSIM,PERM,100.0,80-20,37.0,217.0,475.82,258.82,140.0,0.0,1.0,,,,
ENS85,0.0,Dept. TELECOMS,CDD,100.0,60-40,0.0,300.0,397.75,97.75,97.75,0.0,0.0,,,,
ENS86,0.0,MGT EM,PERM,100.0,60-40,0.0,300.0,423.5,123.5,123.5,0.0,0.0,,,,
ENS87,0.0,Dept. TELECOMS,PERM,100.0,60-40,19.0,205.0,320.5,115.5,115.5,0.0,0.0,,,,
ENS88,74.0,Dept. SYLE,PERM,100.0,60-40,20.0,179.0,254.0,75.0,66.0,0.0,1.0,,,,
ENS90,0.0,Dept. LAC,PERM,100.0,80-20,7.0,334.75,376.43,41.68,13.68,0.0,0.0,,,,
ENS92,0.0,Dept. TELECOMS,PERM,80.0,60-40,0.0,240.0,347.0,107.0,107.0,0.0,0.0,,,,
ENS93,0.0,Dept. SE,PERM,100.0,60-40,20.0,200.0,339.0,139.0,139.0,0.0,0.0,,,,
ENS95,0.0,MGT EM,PERM,100.0,80-20,40.0,200.0,340.25,140.25,140.25,1.0,1.0,,,,
ENS96,24.0,Dept. SE,CDI,100.0,60-40,3.0,285.0,424.0,139.0,116.0,0.0,1.0,,,,
ENS97,0.0,Dept. INFO,PERM,100.0,60-40,7.0,264.21,367.0,102.79,102.0,0.0,0.0,,,,
ENS98,0.0,Dept. SYLE,PERM,100.0,60-40,10.0,250.0,398.25,148.25,139.0,0.0,1.0,,,,
ENS105,0.0,Dept. MOSIM,PERM,100.0,80-20,10.0,344.26,473.45,129.19,129.19,0.0,0.0,,,,
ENS106,0.0,ICN,PERM,100.0,60-40,20.0,200.0,354.5,154.5,154.49,1.0,1.0,,,,
ENS108,0.0,Dept. TELECOMS,PERM,100.0,60-40,20.0,200.0,270.5,70.5,70.0,0.0,0.0,,,,
ENS113,0.0,Dept. INFO,PERM,100.0,60-40,0.0,300.0,455.0,155.0,140.0,0.0,1.0,,,,
ENS114,0.0,Dept. INFO,PERM,100.0,60-40,11.0,245.0,352.0,107.0,107.0,0.0,0.0,,,,
ENS116,16.0,Dept. SYLE,PERM,80.0,60-40,0.0,200.0,290.5,90.5,64.0,0.0,0.0,,,,
ENS118,0.0,Dept. INFO,CDI,100.0,60-40,0.0,163.93,169.0,5.07,0.0,0.0,0.0,,,,
ENS119,0.0,Dept. INFO,PERM,100.0,80-20,10.0,287.5,434.57,147.07,140.0,0.0,1.0,,,,
ENS123,0.0,MGT EM,PERM,100.0,60-40,11.0,245.0,417.75,172.75,172.5,1.0,1.0,,,,
ENS124,0.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,300.0,350.0,50.0,45.0,0.0,0.0,,,,
ENS130,48.0,Dept. SE,PERM,100.0,80-20,0.0,364.0,479.0,115.0,92.0,0.0,1.0,,,,
ENS132,0.0,Dept. LAC,CDD,50.0,Autre,15.0,105.42,183.19,77.77,77.69,0.0,0.0,,,,
ENS133,0.0,MGT EM,PERM,100.0,60-40,0.0,300.0,471.5,171.5,171.5,1.0,1.0,,,,
ENS134,0.0,Dept. SYLE,PERM,100.0,60-40,20.0,200.0,288.5,88.5,88.5,0.0,0.0,,,,
ENS135,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,440.5,140.5,140.0,0.0,1.0,,,,
ENS138,0.0,INTERCULTUREL,PERM,100.0,80-20,40.0,200.0,377.0,177.0,177.0,1.0,1.0,,,,
ENS139,0.0,Dept. INFO,PERM,100.0,60-40,25.0,175.0,385.0,210.0,140.0,0.0,1.0,,,,
ENS140,0.0,Dept. SE,PERM,100.0,60-40,15.0,221.0,376.5,155.5,140.0,0.0,1.0,,,,
ENS141,0.0,Dept. LAC,PERM,100.0,60-40,15.0,225.0,333.5,108.5,108.5,0.0,0.0,,,,
ENS144,0.0,Dept. SYLE,PERM,100.0,60-40,35.0,125.0,248.21,123.21,123.0,0.0,0.0,,,,
ENS145,0.0,Dept. SE,CDI,20.0,60-40,0.0,149.12,251.0,101.88,0.0,0.0,0.0,,,,
ENS150,0.0,BIO,PERM,100.0,60-40,18.0,210.0,421.5,211.5,211.49,1.0,1.0,,,,
ENS151,0.0,Dept. SYLE,PERM,100.0,80-20,0.0,400.0,510.5,110.5,110.0,0.0,0.0,,,,
ENS152,0.0,IMA,PERM,100.0,60-40,20.0,200.0,398.0,198.0,198.0,1.0,1.0,,,,
ENS154,0.0,Dept. LAC,PERM,100.0,80-20,20.0,116.39,200.65,84.26,84.25,0.0,0.0,,,,
ENS160,0.0,MGT EM,PERM,100.0,80-20,40.0,0.0,361.25,361.25,250.0,1.0,1.0,,,,
ENS162,0.0,Dept. MOSIM,PERM,100.0,80-20,10.0,325.0,466.0,141.0,140.0,0.0,1.0,,,,
ENS163,0.0,Dept. INFO,PERM,100.0,60-40,7.0,254.86,343.5,88.64,0.0,0.0,0.0,,,,
ENS166,0.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,300.0,394.25,94.25,94.24,0.0,0.0,,,,
ENS168,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,345.5,45.5,45.5,0.0,0.0,,,,
ENS170,0.0,Dept. LAC,PERM,100.0,80-20,8.0,43.52,44.0,0.48,0.0,0.0,0.0,,,,
ENS171,32.0,Dept. SYLE,PERM,80.0,80-20,19.0,245.0,340.0,95.0,32.0,0.0,0.0,,,,
ENS174,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,459.0,159.0,140.0,0.0,1.0,,,,
ENS175,0.0,Dept. INFO,PERM,100.0,60-40,8.0,262.0,362.13,100.13,100.13,0.0,0.0,,,,
ENS178,0.0,Dept. TELECOMS,PERM,100.0,80-20,40.0,200.0,249.5,49.5,49.0,0.0,0.0,,,,
ENS179,0.0,Dept. SYLE,CDI,100.0,60-40,35.0,125.0,128.0,3.0,0.0,0.0,0.0,,,,
ENS181,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,384.15,84.15,84.15,0.0,0.0,,,,
ENS185,72.0,Dept. SYLE,PERM,100.0,60-40,0.0,237.5,305.27,67.77,67.77,0.0,0.0,,,,
