,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS98,0.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,480.75,180.75,133.5,0.0,1.0,,,,
ENS101,0.0,Dept. SYLE,PERM,100.0,80-20,10.0,350.0,409.25,59.25,58.0,0.0,0.0,,,,
ENS104,0.0,Dept. TELECOMS,CDI,40.0,Autre,40.0,82.42,341.0,41.0,39.0,0.0,0.0,,,,
ENS105,0.0,Dept. TELECOMS,PERM,100.0,80-20,5.0,364.0,448.0,84.0,84.0,0.0,0.0,,,,
ENS108,0.0,Dept. TELECOMS,PERM,100.0,60-40,20.0,200.0,322.0,122.0,107.0,0.0,0.0,,,,
ENS111,0.0,Dept. SYLE,PERM,100.0,80-20,0.0,382.42,566.3,183.88,139.5,0.0,1.0,,,,
ENS113,0.0,Dept. INFO,PERM,100.0,60-40,0.0,290.11,391.5,101.39,101.0,0.0,0.0,,,,
ENS114,56.0,Dept. INFO,PERM,100.0,60-40,0.0,300.0,378.0,78.0,78.0,0.0,0.0,,,,
ENS115,0.0,Dept. SYLE,PERM,100.0,80-20,25.0,275.0,276.0,1.0,0.0,0.0,0.0,,,,
ENS116,39.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,295.05,417.83,122.78,91.5,0.0,1.0,,,,
ENS119,0.0,Dept. INFO,PERM,100.0,80-20,10.0,325.52,434.0,108.48,108.0,0.0,0.0,,,,
ENS124,0.0,Dept. TELECOMS,PERM,100.0,60-40,0.0,300.0,341.0,41.0,39.0,0.0,0.0,,,,
ENS126,64.0,Dept. LAC,PERM,100.0,80-20,5.0,375.0,425.0,50.0,50.0,0.0,0.0,,,,
ENS131,0.0,Dept. INFO,PERM,100.0,80-20,30.0,283.24,330.0,46.76,46.0,0.0,0.0,,,,
ENS134,0.0,Dept. SYLE,PERM,100.0,60-40,20.0,200.0,281.5,81.5,81.0,0.0,0.0,,,,
ENS135,0.0,Dept. SE,PERM,100.0,60-40,0.0,245.0,398.0,153.0,140.0,0.0,1.0,,,,
ENS136,0.0,Dept. SE,PERM,100.0,80-20,15.0,315.0,334.5,19.5,0.0,0.0,0.0,,,,
ENS139,28.0,Dept. INFO,PERM,100.0,60-40,10.0,246.7,347.5,100.8,96.5,0.0,0.0,,,,
ENS140,0.0,Dept. SE,PERM,100.0,60-40,10.0,205.05,352.0,146.95,140.0,0.0,1.0,,,,
ENS141,101.0,Dept. LAC,PERM,100.0,80-20,15.0,325.0,407.2,82.2,32.0,0.0,1.0,,,,
ENS142,52.13,Dept. SE,PERM,100.0,80-20,37.0,157.23,248.0,90.77,87.0,0.0,1.0,,,,
ENS144,68.0,Dept. SYLE,CDI,100.0,60-40,15.0,225.0,366.0,141.0,70.5,0.0,1.0,,,,
ENS147,0.0,Dept. MOSIM,PERM,100.0,80-20,0.0,400.0,460.17,60.17,60.0,0.0,0.0,,,,
ENS149,0.0,Dept. INFO,PERM,100.0,80-20,50.0,144.51,199.0,54.49,0.0,0.0,0.0,,,,
ENS151,0.0,Dept. SYLE,PERM,100.0,60-40,5.0,275.0,411.5,136.5,136.0,0.0,0.0,,,,
ENS154,0.0,Dept. LAC,PERM,100.0,80-20,30.0,263.06,294.33,31.27,30.0,0.0,0.0,,,,
ENS155,0.0,Dept. INFO,PERM,100.0,60-40,16.0,220.33,319.4,99.07,64.5,0.0,0.0,,,,
ENS156,100.0,Dept. SE,PERM,100.0,80-20,10.0,310.0,549.0,239.0,40.0,0.0,1.0,,,,
ENS157,0.0,Dept. MOSIM,PERM,100.0,80-20,20.0,260.0,426.5,166.5,140.0,0.0,1.0,,,,
ENS162,56.0,Dept. MOSIM,PERM,100.0,60-40,10.0,235.0,320.0,85.0,84.0,0.0,1.0,,,,
ENS171,16.0,Dept. SYLE,PERM,100.0,60-40,3.0,287.5,386.5,99.0,99.0,0.0,0.0,,,,
ENS172,36.0,Dept. LAC,PERM,100.0,80-20,15.0,325.0,423.0,98.0,70.0,0.0,0.0,,,,
ENS178,0.0,Dept. TELECOMS,PERM,60.0,80-20,0.0,240.0,272.5,32.5,21.0,0.0,0.0,,,,
ENS180,0.0,Dept. TELECOMS,PERM,100.0,80-20,0.0,400.0,474.0,74.0,74.0,0.0,0.0,,,,
ENS185,48.0,Dept. SYLE,PERM,100.0,60-40,0.0,300.0,377.0,77.0,77.0,0.0,0.0,,,,
ENS186,0.0,Dept. MOSIM,PERM,100.0,60-40,20.0,200.0,249.5,49.5,0.0,0.0,0.0,,,,
ENS187,0.0,Dept. LAC,PERM,50.0,80-20,10.0,150.0,150.07,0.07,0.0,0.0,0.0,,,,
ENS188,0.0,Dept. SYLE,CDD,100.0,60-40,0.0,300.0,395.0,95.0,70.0,0.0,0.0,,,,
ENS190,0.0,Dept. SE,PERM,100.0,80-20,5.0,335.0,386.5,51.5,51.5,0.0,0.0,,,,
