,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS50,0.0,Dept. ISYS,PERM,100.0,60-40,13.0,237.0,335.5,98.5,98.0,0.0,0.0,43.86666666666667,5.0,15.0,6.3500000000000005
ENS51,0.0,Dept. MTEL,CDD,100.0,80-20,8.0,360.0,452.4,92.4,92.4,0.0,0.0,155.6,6.0,38.0,35.21111111111111
ENS52,0.0,Dept. MTEL,PERM,100.0,60-40,10.0,250.0,295.0,45.0,44.5,0.0,0.0,38.0,1.0,9.0,9.0
ENS58,18.0,Dept. ISYS,PERM,100.0,60-40,8.0,260.0,495.81,235.81,235.81,1.0,1.0,72.16666666666667,4.5,16.0,14.944444444444445
ENS60,0.0,Dept. ISYS,PERM,100.0,60-40,4.0,280.0,356.0,76.0,76.0,0.0,0.0,37.666666666666664,5.0,7.0,4.944444444444445
ENS61,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,563.1,263.1,262.6,1.0,1.0,114.46666666666668,8.0,20.0,20.5625
ENS64,0.0,Dept. MTEL,PERM,100.0,60-40,18.0,210.0,381.75,171.75,106.5,0.0,1.0,141.4,13.5,49.0,28.58888888888889
ENS65,0.0,Dept. ISYS,PERM,100.0,60-40,17.0,216.0,220.0,4.0,4.0,0.0,0.0,58.0,8.0,11.0,8.4125
ENS67,0.0,Dept. IT,PERM,100.0,60-40,35.0,125.0,139.0,14.0,10.0,0.0,0.0,16.666666666666668,1.0,2.0,2.5
ENS68,0.0,Dept. ISYS,PERM,100.0,80-20,17.0,315.0,502.56,187.56,139.5,0.0,1.0,234.53333333333333,5.0,43.0,51.60555555555556
ENS69,0.0,Dept. IT,CDI,60.0,60-40,0.0,180.0,256.0,76.0,60.0,0.0,0.0,17.0,3.0,4.0,2.236111111111111
ENS73,0.0,Dept. MTEL,CDI,45.0,Autre,22.0,175.0,204.75,29.75,0.0,0.0,0.0,214.0000000000001,42.0,54.0,23.025000000000002
ENS74,0.0,Dept. MTEL,PERM,50.0,Autre,20.0,22.95,38.0,15.05,0.0,0.0,0.0,,,,
ENS75,0.0,Dept. ISYS,PERM,100.0,80-20,50.0,150.0,163.0,13.0,13.0,0.0,0.0,22.0,1.0,5.0,4.583333333333333
ENS77,48.0,Dept. IT,PERM,100.0,60-40,20.0,168.0,285.75,117.75,117.75,1.0,1.0,50.266666666666666,7.0,8.0,5.908333333333332
ENS78,0.0,Dept. MTEL,PERM,100.0,60-40,0.0,300.0,310.5,10.5,10.0,0.0,0.0,14.0,1.0,3.0,2.625
ENS80,0.0,Dept. IT,PERM,100.0,80-20,7.0,365.0,579.5,214.5,140.0,0.0,1.0,76.80000000000001,10.0,15.0,12.02222222222222
ENS82,0.0,Dept. MTEL,PERM,100.0,80-20,41.0,195.77,434.0,238.23,238.23,1.0,1.0,42.266666666666666,2.0,14.0,9.716666666666667
ENS84,0.0,Dept. ISYS,PERM,100.0,80-20,37.0,217.0,530.75,313.75,313.75,1.0,1.0,158.93333333333334,6.5,33.5,34.95
ENS86,0.0,Dept. MTEL,PERM,100.0,60-40,0.0,300.0,395.5,95.5,95.5,0.0,0.0,,,,
ENS87,0.0,Dept. ISYS,PERM,100.0,60-40,25.0,175.0,187.0,12.0,12.0,0.0,0.0,73.4,13.0,13.0,3.4097222222222223
ENS88,70.0,Dept. SEN,PERM,100.0,60-40,25.0,175.0,198.0,23.0,23.0,0.0,0.0,23.0,4.0,4.0,1.0555555555555556
ENS90,0.0,Dept. MTEL,PERM,100.0,80-20,12.0,312.0,352.17,40.17,11.0,0.0,0.0,76.73333333333333,6.0,28.0,16.81527777777778
ENS92,0.0,Dept. IT,PERM,80.0,60-40,6.0,215.0,335.5,120.5,120.5,0.0,0.0,39.333333333333336,4.0,7.0,6.833333333333334
ENS93,50.0,Dept. IT,PERM,100.0,60-40,10.0,243.17,362.0,118.83,118.5,1.0,1.0,66.33333333333333,8.0,12.0,8.755555555555556
ENS95,0.0,Dept. MTEL,PERM,100.0,80-20,24.0,269.1,374.5,105.4,104.5,0.0,0.0,81.2,2.0,13.0,17.491666666666667
ENS96,24.0,Dept. ISYS,CDI,100.0,60-40,5.0,275.0,337.0,62.0,62.0,0.0,0.0,47.2,7.0,8.0,5.852777777777778
ENS97,0.0,Dept. IT,PERM,100.0,60-40,20.0,200.0,272.5,72.5,72.5,0.0,0.0,83.8,6.0,17.0,16.509722222222223
ENS98,0.0,Dept. ISYS,PERM,100.0,60-40,4.0,280.0,454.5,174.5,174.0,1.0,1.0,49.6,5.5,13.0,7.863888888888889
ENS105,0.0,Dept. SEN,PERM,100.0,80-20,0.0,378.14,510.15,132.01,131.5,0.0,0.0,209.96666666666667,6.5,26.0,40.28472222222222
ENS106,0.0,Dept. SEN,PERM,100.0,80-20,40.0,201.99,349.25,147.26,147.24,1.0,1.0,,,,
ENS108,0.0,Dept. ISYS,PERM,100.0,60-40,34.0,130.0,293.0,163.0,140.0,0.0,1.0,49.733333333333334,7.0,11.0,7.018055555555556
ENS113,18.0,Dept. IT,PERM,100.0,60-40,10.0,235.0,491.25,256.25,256.25,1.0,1.0,126.46666666666667,9.5,21.5,21.055555555555557
ENS114,52.0,Dept. IT,PERM,100.0,60-40,15.0,225.0,250.0,25.0,25.0,0.0,0.0,54.833333333333336,4.5,10.5,8.555555555555555
ENS116,26.0,Dept. SEN,PERM,100.0,60-40,30.0,125.0,269.5,144.5,140.0,1.0,1.0,86.1,7.0,13.5,17.17152777777778
ENS118,0.0,Dept. IT,CDI,100.0,60-40,0.0,300.0,352.5,52.5,52.0,0.0,0.0,25.2,5.0,5.0,2.533333333333333
ENS119,0.0,Dept. IT,PERM,100.0,80-20,12.0,277.93,459.34,181.41,181.41,1.0,1.0,156.53333333333333,9.5,31.5,31.725
ENS123,0.0,Dept. MTEL,PERM,100.0,60-40,10.0,191.26,401.5,210.24,223.5,1.0,1.0,29.46666666666667,2.0,16.0,6.138888888888888
ENS124,60.0,Dept. IT,PERM,100.0,60-40,8.0,256.0,368.0,112.0,112.0,1.0,1.0,48.8,7.0,8.0,7.050000000000001
ENS127,0.0,Dept. IT,CDD,100.0,80-20,0.0,400.0,486.0,86.0,76.0,0.0,0.0,24.133333333333333,3.0,4.0,3.5555555555555554
ENS130,48.0,Dept. ISYS,PERM,100.0,80-20,0.0,400.0,460.5,60.5,60.5,0.0,0.0,32.2,4.0,6.0,4.908333333333333
ENS132,0.0,Dept. MTEL,CDD,100.0,80-20,8.0,360.0,360.09,0.09,0.0,0.0,0.0,180.79999999999998,16.0,54.0,36.37222222222222
ENS133,0.0,Dept. MTEL,PERM,100.0,60-40,0.0,180.33,285.25,104.92,0.0,0.0,0.0,,,,
ENS135,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,554.3,254.3,254.3,1.0,1.0,33.46666666666667,5.0,7.0,4.522222222222222
ENS138,16.0,Dept. MTEL,PERM,100.0,80-20,40.0,196.72,394.75,198.03,198.0,1.0,1.0,,,,
ENS139,0.0,Dept. IT,PERM,100.0,60-40,20.0,200.0,412.0,212.0,212.0,1.0,1.0,280.26666666666665,27.0,57.0,45.6125
ENS140,0.0,Dept. ISYS,PERM,100.0,60-40,17.0,203.0,434.25,231.25,231.25,1.0,1.0,116.8,11.0,23.0,17.9375
ENS141,0.0,Dept. MTEL,PERM,100.0,60-40,20.0,200.0,413.75,213.75,213.75,1.0,1.0,19.0,0.5,4.5,4.5
ENS144,0.0,Dept. SEN,PERM,100.0,60-40,35.0,125.0,152.75,27.75,27.75,0.0,0.0,19.0,2.0,3.0,2.75
ENS145,38.9,Dept. ISYS,CDI,100.0,60-40,0.0,295.08,317.0,21.92,21.0,0.0,0.0,29.0,2.0,5.0,4.916666666666666
ENS150,0.0,Dept. SEN,PERM,50.0,80-20,18.0,155.0,221.5,66.5,60.25,0.0,0.0,120.43333333333332,19.5,21.5,17.87638888888889
ENS151,0.0,Dept. ISYS,PERM,100.0,80-20,4.0,380.0,549.0,169.0,169.0,1.0,1.0,15.0,3.0,3.0,0.625
ENS152,0.0,Dept. MTEL,PERM,100.0,60-40,20.0,184.7,541.39,356.69,341.39,1.0,1.0,35.0,4.0,7.0,5.104166666666666
ENS160,0.0,Dept. MTEL,PERM,100.0,80-20,39.0,206.15,317.25,111.1,110.5,0.0,0.0,,,,
ENS162,0.0,Dept. SEN,PERM,100.0,80-20,8.0,360.0,540.45,180.45,180.45,1.0,1.0,48.53333333333334,6.0,9.0,7.358333333333333
ENS163,0.0,Dept. IT,PERM,100.0,60-40,10.0,250.0,373.0,123.0,93.0,0.0,0.0,60.8,8.0,13.0,9.344444444444443
ENS165,14.0,Dept. IT,CDD,100.0,60-40,0.0,300.0,391.75,91.75,91.75,0.0,0.0,,,,
ENS166,0.0,Dept. ISYS,PERM,100.0,60-40,10.0,250.0,380.75,130.75,130.75,0.0,0.0,20.0,2.0,4.0,3.416666666666667
ENS168,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,415.5,115.5,115.5,0.0,0.0,27.666666666666664,3.0,5.0,3.341666666666667
ENS171,0.0,Dept. ISYS,PERM,80.0,80-20,19.0,182.0,262.0,80.0,28.0,0.0,0.0,41.0,5.5,6.5,4.326388888888889
ENS174,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,406.5,106.5,106.5,0.0,0.0,19.0,2.0,4.0,2.263888888888889
ENS175,0.0,Dept. IT,PERM,100.0,60-40,15.0,210.25,369.25,159.0,158.99,1.0,1.0,39.23333333333333,4.5,8.5,5.430555555555555
ENS178,0.0,Dept. SEN,PERM,100.0,80-20,40.0,200.0,302.5,102.5,102.5,0.0,0.0,43.733333333333334,6.0,11.0,7.2972222222222225
ENS181,0.0,Dept. SEN,PERM,100.0,60-40,0.0,204.92,286.6,81.68,81.6,0.0,0.0,100.5,2.5,14.5,23.364583333333332
ENS185,0.0,Dept. ISYS,PERM,100.0,60-40,4.0,225.0,379.45,154.45,154.45,1.0,1.0,114.66666666666666,3.0,11.0,23.97361111111111
