,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS140,50.0,Dept. SE,PERM,100.0,60-40,13.0,222.09,392.5,170.41,90.0,0.0,1.0,,,,
ENS141,71.0,Dept. LAC,PERM,100.0,80-20,15.0,325.0,368.75,43.75,40.0,0.0,0.0,,,,
ENS142,50.5,Dept. SE,PERM,100.0,80-20,30.0,250.0,351.97,101.97,89.5,0.0,1.0,,,,
ENS144,43.5,Dept. SYLE,CDI,100.0,60-40,5.0,275.0,345.0,70.0,70.0,0.0,0.0,,,,
ENS147,0.0,Dept. MOSIM,PERM,100.0,80-20,10.0,422.5,494.0,71.5,68.0,0.0,0.0,,,,
ENS151,0.0,Dept. SYLE,PERM,100.0,60-40,5.0,273.49,435.5,162.01,139.5,0.0,1.0,,,,
ENS155,0.0,Dept. INFO,PERM,100.0,60-40,0.0,298.35,440.0,141.65,140.0,0.0,1.0,,,,
ENS156,0.0,Dept. SE,PERM,100.0,80-20,5.0,372.94,612.33,239.39,140.0,0.0,1.0,,,,
ENS157,0.0,Dept. MOSIM,PERM,100.0,80-20,20.0,260.0,292.0,32.0,30.0,0.0,0.0,,,,
ENS162,60.0,Dept. MOSIM,PERM,100.0,60-40,10.0,235.0,296.41,61.41,60.91,0.0,0.0,,,,
ENS171,22.0,Dept. SYLE,PERM,100.0,60-40,3.0,285.92,398.5,112.58,111.0,0.0,0.0,,,,
ENS172,36.0,Dept. LAC,PERM,100.0,80-20,15.0,325.0,477.5,152.5,103.0,0.0,1.0,,,,
ENS178,0.0,Dept. TELECOMS,PERM,60.0,80-20,2.0,142.86,150.0,7.14,0.0,0.0,0.0,,,,
ENS180,0.0,Dept. TELECOMS,PERM,100.0,80-20,0.0,400.0,493.2,93.2,93.2,0.0,0.0,,,,
ENS185,16.0,Dept. SYLE,PERM,100.0,60-40,0.0,298.35,372.0,73.65,72.0,0.0,0.0,,,,
ENS186,0.0,Dept. MOSIM,PERM,100.0,60-40,20.0,200.0,205.5,5.5,0.0,0.0,0.0,,,,
ENS188,0.0,Dept. SYLE,CDD,100.0,80-20,10.0,350.0,493.5,143.5,140.0,0.0,1.0,,,,
ENS190,0.0,Dept. SE,PERM,100.0,60-40,5.0,275.0,457.0,182.0,140.0,0.0,1.0,,,,
