,Col0,Département,Statut,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Heures_formule,Unités,n,nn
ENS54,0.0,Dept. ISYS,PERM,100.0,60-40,8.0,260.0,374.0,114.0,114.0,0.0,0.0,51.93333333333334,7.0,11.0,7.677777777777777
ENS58,0.0,Dept. ISYS,PERM,100.0,60-40,20.0,200.0,374.25,174.25,140.0,0.0,1.0,43.199999999999996,6.5,8.5,6.75
ENS60,6.0,Dept. ISYS,PERM,100.0,60-40,0.0,282.0,368.5,86.5,86.5,0.0,0.0,22.333333333333332,2.0,4.0,4.466666666666667
ENS61,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,497.26,197.26,140.0,0.0,1.0,85.66666666666666,9.5,16.5,16.008333333333333
ENS63,0.0,Dept. IT,PERM,100.0,60-40,8.0,227.33,293.0,65.67,65.67,0.0,0.0,12.0,2.0,2.0,1.8333333333333335
ENS64,0.0,Dept. MTEL,PERM,100.0,60-40,20.0,200.0,335.38,135.38,135.38,0.0,0.0,194.60000000000002,18.0,66.5,38.87916666666666
ENS65,0.0,Dept. ISYS,PERM,100.0,60-40,14.0,230.0,416.5,186.5,140.0,0.0,1.0,122.53333333333333,22.0,26.5,19.62361111111111
ENS67,0.0,Dept. IT,PERM,100.0,60-40,35.0,125.0,143.0,18.0,18.0,0.0,0.0,20.0,2.0,4.0,2.375
ENS68,0.0,Dept. ISYS,PERM,100.0,80-20,40.0,200.0,421.72,221.72,140.0,0.0,1.0,278.59999999999997,9.0,60.0,64.36666666666666
ENS69,0.0,Dept. IT,CDI,100.0,60-40,0.0,245.0,306.5,61.5,51.5,0.0,0.0,64.73333333333333,6.5,14.5,11.541666666666668
ENS71,0.0,Dept. SEN,PERM,100.0,60-40,16.0,220.0,387.65,167.65,140.0,0.0,1.0,72.9,12.5,13.5,10.5875
ENS73,0.0,Dept. MTEL,CDI,45.0,Autre,22.0,168.31,272.5,104.19,104.19,0.0,0.0,624.9333333333333,37.0,112.0,129.75833333333333
ENS80,0.0,Dept. IT,PERM,100.0,80-20,9.0,354.04,598.5,244.46,140.0,0.0,1.0,69.46666666666667,11.0,13.0,11.494444444444445
ENS81,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,513.0,213.0,130.5,0.0,1.0,43.0,5.5,9.0,7.666666666666668
ENS82,0.0,Dept. MTEL,PERM,100.0,80-20,26.0,269.67,398.25,128.58,128.58,0.0,0.0,198.46666666666667,8.0,52.0,44.225
ENS84,0.0,Dept. ISYS,PERM,100.0,80-20,4.0,380.0,516.87,136.87,136.87,0.0,0.0,100.8,8.0,15.0,17.05
ENS86,0.0,Dept. MTEL,PERM,100.0,60-40,5.0,275.0,386.0,111.0,111.0,0.0,0.0,63.46666666666667,8.5,14.0,10.202777777777778
ENS87,0.0,Dept. ISYS,PERM,100.0,60-40,20.0,200.0,339.5,139.5,138.5,0.0,0.0,83.06666666666666,14.0,15.0,6.4125000000000005
ENS88,6.0,Dept. SEN,PERM,100.0,60-40,25.0,175.0,343.0,168.0,134.0,0.0,1.0,24.0,4.0,4.0,3.5
ENS90,0.0,Dept. MTEL,PERM,100.0,80-20,8.0,307.06,427.52,120.46,70.46,0.0,0.0,122.0,5.0,34.0,26.269444444444446
ENS92,0.0,Dept. IT,PERM,100.0,80-20,25.0,275.0,353.0,78.0,78.0,0.0,0.0,42.53333333333334,4.5,7.5,7.533333333333333
ENS93,0.0,Dept. IT,PERM,100.0,60-40,0.0,300.0,448.5,148.5,140.0,0.0,1.0,57.8,8.0,11.0,7.466666666666667
ENS95,0.0,Dept. MTEL,PERM,100.0,80-20,23.0,285.0,299.5,14.5,14.0,0.0,0.0,210.26666666666668,6.0,43.0,46.41111111111111
ENS96,0.0,Dept. ISYS,CDI,100.0,60-40,4.0,280.0,388.0,108.0,108.0,0.0,0.0,85.8,14.0,16.0,13.168055555555554
ENS97,0.0,Dept. IT,PERM,100.0,60-40,14.0,320.33,374.5,54.17,54.17,0.0,0.0,99.6,7.333333333333333,21.333333333333336,20.444444444444443
ENS98,4.0,Dept. ISYS,PERM,100.0,60-40,4.0,280.0,428.0,148.0,136.0,0.0,1.0,53.699999999999996,6.5,10.0,8.533333333333333
ENS105,0.0,Dept. SEN,PERM,100.0,80-20,6.0,370.0,471.95,101.95,101.95,0.0,0.0,204.63333333333333,9.0,26.5,38.40833333333334
ENS106,0.0,Dept. SEN,PERM,100.0,60-40,16.0,220.0,434.5,214.5,140.0,0.0,1.0,54.0,10.0,10.0,6.826388888888888
ENS108,0.0,Dept. ISYS,PERM,100.0,60-40,35.0,125.0,279.5,154.5,140.0,0.0,1.0,99.93333333333334,11.5,22.5,18.73611111111111
ENS113,0.0,Dept. IT,PERM,100.0,60-40,10.0,250.0,407.5,157.5,140.0,0.0,1.0,133.13333333333333,9.333333333333332,29.833333333333336,25.979166666666668
ENS114,34.0,Dept. IT,PERM,100.0,60-40,25.0,175.0,245.5,70.5,70.5,0.0,0.0,61.5,6.5,10.5,9.652777777777779
ENS116,0.0,Dept. SEN,PERM,100.0,60-40,36.0,120.0,232.5,112.5,112.5,0.0,0.0,89.80000000000001,16.5,21.5,15.86388888888889
ENS118,0.0,Dept. IT,CDI,100.0,60-40,5.0,275.0,373.0,98.0,98.0,0.0,0.0,51.8,8.0,10.0,7.019444444444445
ENS119,0.0,Dept. IT,PERM,100.0,80-20,12.0,224.39,428.72,204.33,192.0,1.0,1.0,183.13333333333333,13.0,40.0,37.80833333333333
ENS121,0.0,Dept. MTEL,PERM,100.0,80-20,17.0,315.0,490.37,175.37,140.0,0.0,1.0,153.13333333333333,8.0,33.0,32.22222222222222
ENS124,60.0,Dept. IT,PERM,100.0,80-20,43.0,186.4,319.5,133.1,133.1,1.0,1.0,56.46666666666666,9.5,11.5,8.975000000000001
ENS130,52.5,Dept. ISYS,PERM,100.0,80-20,0.0,400.0,475.5,75.5,75.5,0.0,0.0,63.8,9.0,12.0,10.397222222222222
ENS132,0.0,Dept. MTEL,PERM,100.0,80-20,8.0,360.0,498.53,138.53,138.53,0.0,0.0,213.0,15.0,53.0,39.55416666666666
ENS135,0.0,Dept. ISYS,PERM,100.0,60-40,0.0,300.0,577.3,277.3,140.0,0.0,1.0,50.33333333333333,6.5,10.5,8.65
ENS138,12.0,Dept. MTEL,PERM,100.0,80-20,30.0,250.0,377.0,127.0,115.0,0.0,0.0,169.79999999999998,31.5,38.5,30.286111111111115
ENS139,0.0,Dept. IT,PERM,100.0,60-40,35.0,125.0,235.0,110.0,110.0,0.0,0.0,235.8,28.5,47.5,39.41944444444444
ENS140,0.0,Dept. ISYS,PERM,100.0,60-40,17.0,215.0,367.0,152.0,140.0,0.0,1.0,107.2,12.0,21.0,17.241666666666664
ENS141,48.0,Dept. MTEL,PERM,100.0,60-40,0.0,300.0,382.0,82.0,82.0,0.0,0.0,34.4,3.0,12.0,7.333333333333333
ENS143,0.0,Dept. ISYS,CDD,100.0,80-20,0.0,400.0,521.0,121.0,121.0,0.0,0.0,98.0,2.0,13.0,21.666666666666668
ENS144,0.0,Dept. SEN,PERM,100.0,60-40,35.0,125.0,261.85,136.85,136.35,0.0,0.0,149.2,3.0,12.0,33.25
ENS145,30.0,Dept. ISYS,CDI,100.0,60-40,0.0,300.0,418.0,118.0,110.0,0.0,1.0,47.4,4.0,9.0,9.627777777777778
ENS146,0.0,Dept. IT,CDI,100.0,60-40,15.0,225.0,284.0,59.0,59.0,0.0,0.0,27.266666666666666,4.5,6.0,4.475
ENS150,0.0,Dept. SEN,PERM,100.0,60-40,15.0,225.0,455.87,230.87,140.0,0.0,1.0,198.3,31.0,35.5,27.35833333333333
ENS151,0.0,Dept. ISYS,PERM,100.0,80-20,7.0,365.0,446.5,81.5,81.5,0.0,0.0,29.0,5.0,5.0,3.4166666666666665
ENS152,0.0,Dept. ISYS,PERM,100.0,80-20,11.0,289.66,467.36,177.7,140.0,0.0,1.0,140.73333333333335,22.0,27.0,22.025000000000002
ENS155,0.0,Dept. IT,PERM,100.0,60-40,11.0,46.12,129.0,82.88,80.88,0.0,0.0,37.0,6.0,8.0,5.875000000000001
ENS160,0.0,Dept. MTEL,PERM,100.0,80-20,55.0,125.0,142.0,17.0,17.0,0.0,0.0,,,,
ENS162,0.0,Dept. SEN,PERM,100.0,80-20,4.0,380.0,519.8,139.8,138.8,0.0,0.0,136.0,11.0,28.0,23.650000000000002
ENS163,0.0,Dept. IT,PERM,100.0,60-40,16.0,220.0,279.0,59.0,59.0,0.0,0.0,67.26666666666665,10.0,15.0,10.18888888888889
ENS165,0.0,Dept. IT,PERM,100.0,60-40,30.0,150.0,286.5,136.5,136.5,0.0,0.0,28.0,5.0,5.0,2.1527777777777777
ENS166,0.0,Dept. ISYS,PERM,100.0,60-40,10.0,250.0,370.5,120.5,120.5,0.0,0.0,31.400000000000002,4.0,6.0,5.5263888888888895
ENS168,0.0,Dept. ISYS,PERM,100.0,60-40,2.0,290.0,407.42,117.42,117.42,0.0,0.0,79.6,5.0,15.0,16.225
ENS171,0.0,Dept. ISYS,PERM,100.0,80-20,20.0,275.0,344.51,69.51,69.51,0.0,0.0,54.8,6.0,15.0,9.683333333333334
ENS174,0.0,Dept. ISYS,PERM,100.0,80-20,0.0,400.0,467.0,67.0,67.0,0.0,0.0,44.0,6.0,8.0,6.125
ENS175,16.0,Dept. IT,PERM,100.0,60-40,10.0,250.0,354.0,104.0,104.0,0.0,0.0,57.53333333333333,6.5,11.5,8.625
ENS181,0.0,Dept. SEN,PERM,100.0,60-40,4.0,174.43,264.9,90.47,90.47,0.0,0.0,152.03333333333333,6.5,25.0,34.18194444444445
ENS183,0.0,Dept. SEN,CDI,100.0,60-40,18.0,210.0,364.0,154.0,140.0,0.0,1.0,50.7,8.5,9.5,7.1125
ENS184,0.0,Dept. SEN,CDD,100.0,80-20,0.0,238.25,271.5,33.25,31.25,0.0,0.0,1.8,0.5,0.5,0.3
ENS185,12.0,Dept. ISYS,PERM,100.0,80-20,22.0,163.11,267.52,104.41,104.41,0.0,0.0,18.1,3.5,3.5,2.2555555555555555
